dataset,image_path,text
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00785.png,بئراً منها مما يدل على أهمية المكان واتساعه وكثافة سكانه وأنعامه
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00786.png,على حين ازدهاره
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00787.png,لقي موقع عثر الأثري اهتماماً ملحوظاً من قبل الإدارة العامة للآثار والمتاحف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00788.png,حالياً وكالة الآثار والمتاحف تحت مسمى  القوز 217هـ/108 المطل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00789.png,على مضيق يسمى رأس طرفة، الإدارة نفسها بإجراء
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00790.png,ومن هنا يستطيع الباحث أن يمسك بأول خيوط الحقيقة الدالة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00791.png,على حكام عثر من موالي بنيي مخزوم ويستطيع كذلك
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00792.png,ولاة مكة المشار غليهم آنفاً جد بني طرف المذكورين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00793.png,ليس مولي لعيسى المخزومي والي مكة في عهد المعتز
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00794.png,فأما الأدلة التاريخية المستقاة من المصادر الأدبية فهي تنحصر في بعض الكتب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00795.png,الجغرافية والتاريخية المعاصرة لتلك الفترة، وهذه الكنب وعلى الرغم من قلتها- فإنها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00796.png,تحتفظ بذكر حكام عثر في فترات تكاد تكون متصلة في النصف الثاني من القرن الرابع الهجري/
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00797.png,النصف الثاني من العاشر الميلادي، إلا انها لا تذكر أيا منهم بالاسم،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00798.png,ي أكثر من موضع من السيرة، ويبدو ان هذين العبدين كانا يحكمان مخلاف عثر بالمشاركة،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00799.png,غزو ديارهما من الوهلة الأولى حيث تذكر السيرة أن الأشراف بني أبي الطيب الحسنيين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00800.png,على رأي احد الباحثين المحدثين – أنه ولد القاسم بن طرف، صاحب عثر في نهاية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00801.png,محاولات والي مكة التصدي لعلي بن الفضل – أحد زعيمي الدعوة الإسماعيلية باليمن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00802.png,حينذاك – حينما احتل زبيد، وهدد جميع التهائم بطغيانه وجبروته، ومن المعتقد أن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00803.png,محمداً هذا خلف والده القاسم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00804.png,تقع في ركن هادئ على بعد ستة كيلومترات من ساحل كيبوس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00805.png,،( الخليج العربي). ولعل أهم ميزاتها التي تشتهر بها تلك
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00806.png,الآثار القديمة التي يرجع عهدها إلى مختلف الحضارات العالمية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00807.png,القديمة التي تعاقبت عليها،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00808.png,إلى جانب أهميتها التجارية المرموقة لوقوعها في قلب الخليج
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00809.png,و 32 درجة من العرض شمالأ. وتقع جزيرة تاروت شرق
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00810.png,القطيف داخل خور واسع من البحر، يحيط به غربأ ساحل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00811.png,القطيف وجنوبأ ساحل الدمام وشمالأ رأس تنورة الممتد إلى
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00812.png,محاذاة الجزيرة من الشرق.
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00813.png,وعرضه 15 مترأ، أضيف إلى عرضه 15 مترأ وازدانت جوانبه بالأشجار
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00814.png,وتبلغ مساحة الجزيرة حوالي 70 كم مربع وقد قدرها البعض
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00815.png,تبرز ضفة من هذه الجزيرة باتجاه فتحة الخليج على شكل صدفة محارية ذات سلسلة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00816.png,من النتواءات المتخذة شكلأ دائريأ تقسم الخليج إلى قناتين: شمالية وجنوبية.
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00817.png,إن مساحة هذه الجزيرة في يومنا هذا قد إزدادت، حيث حصل ردم لمساحة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00818.png,واسعة في البحر في الجهة الشمالية والجهة الغربية فأصبح أقصى طول لها من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00819.png,الشمال إلى الجنوب حوالي عشرة كيلومتر
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00820.png,ونقلاً عن كتاب (من تاريخ جزيرة تاروت) لمؤلفه الأستاذ علي ابراهيم الدرورة يقول:
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00821.png,تقع جزيرة تاروت في منتصف الساحل الغربي للخليج وفي منتصف الساحل الشرقي للملكة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00822.png,العربية السعودية وهي تتمركز في خليج تاروت الذي كان يعرف بخليج القطيف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00823.png,أو خليج الخط، وفي العصور الغابرة كان يعرف بخليج كيبوس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00824.png,وهي تقترب من الجهة الغربية للبر (اليابسة) على  بعد 50 درجة من خطوط الطول شرقآ و
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00825.png,26 درجة غربآ و 32 دقيقة من خطوط العرض شمالأ، وطرفها القريب من الساحل يمتد
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00826.png,الماء باليابسة حيث يجف الماء أثناء الجزر الثبر ويمكن للراكبين على الدواب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00827.png,أو الماشين على الأقدام اجتيازها، اذ أن طوله لا يتجاوز نصف الميل، وفي عام 1371
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00828.png,هـ قامت الحكومة السعودية بوضع جسر  يربط تاروت بالقطيف، جلبت صخوره من
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00829.png,جبال الحريف الواقع في منتصف الطريق بين القطيف والعوامية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00830.png,ويحد جزيرة تاروت من جهة الشمال رحيمة ومن الشمال الشرقي
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00831.png,ميناء رأس تنورة والمناطق الصناعية والسكنية التابعة له،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00832.png,ومن الشمال الغربي صفوى ومن الغرب القطيف (الحاضرة)
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00833.png,ومن الجنوب الغربي سيهات ومن الجنوب الدمام ومن الجنوب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00834.png,الشرقي ميناء الدمام ومن الشرق البحر وهو مدخل خليج
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00835.png,تاروت، و طول جزيرة تاروت ثمانية كيلومترات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00836.png,"وقد نقل عن لوريمر من كتابه ""دليل الخليج "" ما نصه: تاروت"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00837.png,الساحل حوالي ميلين شرق شمال مدينة القطيف، وتتصل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00838.png,عند انخفاض الماء @ باليابس عن طريق مخاضة يبلغ طولها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00839.png,نصف ميل شمال (كوت القطيف)  وتبلغ مساحة الجزيرة 4 أميال،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00840.png,وكل طرقها نصفها مغطى بحدائق النخيل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00841.png,"أما اليونان فقد أطلقوا عليها إسم !تارو"" كما جاء في جغرافية بطليموس """
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00842.png,"أو عشتروت ""إسم المعبود الفنيقي بعد حذف أول الاسم ""  ويذهب"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00843.png,"الكثيرون من المؤرخين إلى أن ""إسمها الأصلي عشتاروت، أو عشتروت والتي"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00844.png,تعد جزيرة تاروت واحدة من أقدم مدن التاريخ ي والتي تتكون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00845.png,البلدة من تحت ربوة عالية هي من بقايا لقلعة مرتفعة أقيمت في العصور
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00846.png,المتأخرة على مرتفع يرى البعض من المتأخرين أنه كان هيكلأ
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00847.png,"للوثن ""عشتروت "" ومنه اشتق إسم الجزيرة"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00848.png,هذا الاختلاف في التسمية خلق تضاربآ لدى الباحثين المحدثين فأختار
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00849.png,كل منهم إسما يراه مناسبآ من وجهة نظره  فالباحث الاستاذ محمد سعيد المسلم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00850.png,برأيه المحترم كان له أثر على من تلوه من الباحثين والمؤرخين مثل السيد
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00851.png,"بينما نجد أن أغلب المؤرخين يرجعون أصل تسميتها ""عشتاروت"" وكذا سار"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00852.png,"بعض المؤرخين المحدثين مثل ""علي إبراهيم الدرورة"" الذي يعلل قوله"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00853.png,"بأن ""تيروس"" أو ""تاروس"" هذا بحد ذاته ليس بالأصلي، لأن تيروس وثارو وتارو وعشتاروت"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00854.png,فعشتاروت بالنسبة للفينيقيين هي موطنهم الأصلي، ومعبودتهم هي رمز الحياة والجمال، وقد كانت أرضهم كأجمل ما تكون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00855.png,والتوابل من دول العالم آنذاك، كما تخرج مراكبهم محملة بخيرات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00856.png,فلا غرابة أن تكون التسمية التاريخية لهذه الجزيرة الخضراء هو عشتاروت  وخاصة عندما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00857.png,واذا ما توصلنا إلى تاريخ تلك الحضارة وموطن أهلها، فاننا نصل إلى حقيقة
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00858.png,تاريخية أصيلة لا يمكن الطعن فيها ولا التجريح فكيف إذا قورن ذلك المصدر
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00859.png,التاريخي الأثري بدراسات تاريخية لمؤرخين قدامى يرجعون أصل التسمية الأصلية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00860.png,"لهذه الجزيرة إلى البعلة علشتاروت "" فإننا بالتأكيد نصل إلى الحقيقة التي بقيت هذه الجزيرة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00861.png,محتفظة به
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00862.png,"نطلق لفظة ""العرب"" اليوم على سكّان بلاد واسعة، يكتبون ويؤلفون وينشرون ويخاطبون"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00863.png,"بالإذاعة و ""التلفزيون"" بلغة واحدة، نقول لها لغة العرب أو لغة الضاد أو لغة القرآن الكريم"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00864.png,"وإذا ما سألتني عن معنى لفظة ""عرب"" عند علماء العربية، فإني أقول لك: إن"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00865.png,الحدس والتخمين، وبعد حيرة شديدة في إيجاد تعليل مقبول
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00866.png,وترى علماء العربية حيارى في تعيين أول من نطق بالعربية، فبينما
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00867.png,العربية إنما سميت به، فأخذت من اسمه، إنما هم القحطانيون  وهم يأتون @ بمختلف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00868.png,الروايات والأقوال لإثبات أن القحطانيين هم أول العرب، وأن لسانهم هو لسان
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00869.png,ولم يكن يخطر ببال هؤلاء إن سكان اليمن قبل الإسلام كانوا ينطقون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00870.png,بلهجات تختلف عن لهجة القرآن الكريم، وأن من سيأتى بعدهم سيكتشف
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00871.png,وعلى ما تفرع منها من لهجات  عن ذلك فيما بعد  وهو رأي العدنانيين
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00872.png,أول من نطق بمنطق العربية، و إسماعيل هو أول من نطق بالعربية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00873.png,أما المستشرقون وعلماء التوراة المحدثون، فقد تتبعوا تأريخ الكلمة، وتتبعوا معناها في اللغات السامية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00874.png,هذا المعنى أي معنى البداوة والأعرابية والجفاف والقفر، وردت اللفظة في
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00875.png,"المتقاربة هو البداوة وحياة البادية، أي بمعنى ""أعراب""  وإذا راجعنا المواضع التي وردت"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00876.png,"فيها كلمة ""عربي"" و ""عرب"" في التوراة، نجدها بهذا المعنى تماماً  ففي كل المواضع"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00877.png,"وبهذا المعنى أيضاً وردت في ""أرميا""، ففي الاية ""وكل ملوك العرب"" الواردة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00878.png,"في الإصحاح الخامس والعشرين، تعني لفظة ""العرب"" ""الأعرابي""،"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00879.png,"أي ""عرب البادية""  والمراد من ""وكل ملوك العرب"" و "" كل رؤساء العرب"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00880.png,"وأما الآية: ""في الطرقات جلست لهم كأعرابي في البرية""، فإنها واضحة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00881.png,ومما يؤيد هذا الرأي ورودها عرابة  في العبر انية، ويراد: بها ما يقال له:
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00882.png,الصحراء وأرض محروقة، أي معاني ذات صلة بالبداوة والبادية  وقد أقامت في
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00883.png,"و وردت لفظة ""عرب"" في عدد كبير من كتابات ""الحضر""  و وردت مثلا في النص"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00884.png,"الذي و سم ب ""79"" حيث جاء في السطرين التاسع و العاشر ""وبجندا"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00885.png,"دعرب"" ، ""و بجنود العرب""  و في السطر الرابع عشر: ""و بحطر و عرب"" ، أي"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00886.png,"و بالحضر و بالعرب  و وردت في النص: ""193"": ""ملكادي عرب"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00887.png,هذا و ليست لدينا كتابات جاهلية من النوع الذي يقول له المستشرقون
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00888.png,"كتابات عربية شمالية ، فيها أسم ""العرب""، غير نص واحد، هو"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00889.png,"و لو و رد لفظة ""العرب"" في النص الذي يعود عهده إلى سنة ""328 م"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00890.png,"شأن كبير ""غير أننا لا نستطيع إن نقول: إن لفظة ""العرب"" هنا،"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00891.png,في تلك الأيام
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00892.png,"أما النصوص العربية الجنوبية، فقد وردت فيها لفظة ""اعرب"" بمعنى"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00893.png,أعراب و لم يقصد بها قومية، أي علم لهذا الجنس المعروف، الذي يشمل
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00894.png,"ملك حضرموت""، و ورد: "" واعر ملك سبا"" ، أي ""و أعراب ملك سبأ""  و كالذي ورد"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00895.png,"في نص ""أبرهة"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00896.png,ففي كل هذه المواضع و مواضع أخرى، وردت بمعنى أعراب  أما أهل المدن و المتحضرون، فكانوا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00897.png,"مما يدل على أن لفظة ""عرب"" و ""العرب"" لم تكن تؤدي معنى @ الجنس والقومية وذلك في"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00898.png,"الكتابات العربية الجنوبية المدونة والواصلة إلينا إلى قبيل الإسلام بقليل ""449 م"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00899.png,ـ@ 542م  والرأي عندي إن العرب الجنوبيين لم يفههوا هذا المعنى من اللفظة الا بعد دخولهم في
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00900.png,الإسلام، ووقوفهم على القرآن الكريم، وتكلمهم باللغة التي نزل بها، وذلك بفضل الإسلام بالطبع
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00901.png,"والنص الوحيد الوحيد الذي وردت فيه لفظة ""العرب"" علماً على العرب جميعاً من"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00902.png,حضر وأعراب، ونعت فيه لسانهم باللسان العربي، هو
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00903.png,"القرآن الكريم  وقد ذهب ""د  ه  ملر"" إلى أن القرآن الكريم"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00904.png,هو الذي خصص الكلمة وجعلها علماً لقومية تشمل كل العرب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00905.png,"وهو يشك في صحة ورود كلمة ""عرب"" علماً لقومية في الشعر الجاهلي"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00906.png,كالذي ورد في شعر لامرئ القيس، وفي الأخبار المدونة في كتب
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00907.png,"الأدب على ألسنة بعض الجاهليين  ورأي ""ملر"" هذا، رأي ضعيف لا"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00908.png,يستند إلى دليل، إذ كيف تعقل مخاطبة القرآن قوماً بهذا المعنى لو
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00909.png,لم يكن لهم علم سابق به? وفي الآيات دلالة واضحة لي أن القوم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00910.png,كان لهم إدراك لهذا المعنى قبل الإسلام، وانهم كانوا ينعتون لسانهم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00911.png,باللسان العربي،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00912.png,ونحن لا نزال  نميز الأعراب عن الحضر، ونعتّدهم طبقة خاصة تختلف عن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00913.png,"الحضر، فنطلق عليهم لفظة: ""عرب"" في معنى بدو وأعراب، أي بالمعنى الأصلي"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00914.png,"هم العرب المقيمون على حافات البوادي والأرياف، أي في معنى ""عرب"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00915.png,"الضاحية"" في اصطلاح القدامى  ثم تقسم الحضر وتسمّيهم أيضا ب ""أهل الطين"""
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00916.png,"إلى ""قارين"" @ ، و الواحد ""قروني""،وهم المستقرون الذين لهم أماكن ثابتة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00917.png,"وخلاصة ما تقدم إن لفظة ""ع رب""، ""عرب""، هي بمعنى التبدي و الأعرابية"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00918.png,في كل اللغات السامية، ولم تكن نفهم إلا بهذا المعنى
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00919.png,انهم أهل بادية وان حياتهم حياة أعراب  ومن هنا غلبت
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00920.png,عليهم وعلى بلادهم، فصارت علَمية عند أولئك ألأعاجم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00921.png,"لفظة "" أي ""العربية"" بمعنى بلاد العرب"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00922.png,"وخلاصة ما تقدم إن لفظة ""ع رب""، ""عرب""، هي بمعنى التبدي و الأعرابية في كل اللغات السامية، ولم تكن"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00923.png,نفهم إلا بهذا المعنى في أقدم النصوص التاريخية التي وصلت إلينا، وهي النصوص الآشورية  وقد عنت بها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00924.png,هذا ويلاحظ أن عدداً من القبائل العربية الضاربة في الشمال والساكنة في العراق
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00925.png,وفي بلاد الشام، تأثرت بلغة بني إرم، فكتبت بها، كما فعل غيرهم من الناس
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00926.png,الساكنين في هذه اللأرضين، مع انهم لم يكونوا من بني إرم  ولهذا حسبوا على بني إرم،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00927.png,مع أن أصلهم من جنس آخر  وفي ضمن هؤلاء قبائل عربية عديدة، ضاع أصلها
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00928.png,ذهب نوح مظفر ضرغام بصحبة رؤوف @ بن لؤي رايق ظافر عطعوط وهلال
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00929.png,خازن عفيف للحج .  بدأت @ قوافل الحجيج حاج إثر آخر يلبي . عند @
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00930.png,،@ وصولنا طفنا وسعينا مع شيخ. كان جاري في الخيمة يتكلم وهو نائم  بكلمات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00931.png,،@ لا أفهمها مثل انقض بغـلس له الضابط لزمتك . سألت راجح هل بلغ أصحابنا
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00932.png,ظ ع ك ، ث خ ض، ب س ش، ص غ هـ أننا في الحج. هل تعلم فائدة الكلمات
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00933.png,"أية أدلة أخرى غير هذا التشابه اللفظي الذي نلاحظه بين ""سرسين"" وبين ""سارقين""، وهو من قبيل"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00934.png,المصادفة والتلاعب بالألفاظ ولا شك
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00935.png,"بتلث الت!سمية القديمة  ويستعمل اهل العراق في الوقت الحاضر لفظة اخرى، هي ""الشرجية""، أي ""الشرقية""،"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00936.png,ويقصدون بها جهة المشرق
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00937.png,"هذا وقد عرف العرب ان الروم يسمونهم ""ساراقينوس""، فقد ذكر ""المسعودي"" ان الروم إلى هذا الوقت"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00938.png,"ويرى بعض العلماء إن ""تاجك"" و ""تجك"" و ""تازك""، هي من الأصل المتقدم  من أصل لفظة ""طيء""3 ولكلمة"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00939.png,"تازي في الفارسية معنى ""صحراوي""، من ""تاز"" ، بمعنى الأرض المقفرة الخالية،ولذلك نسب بعض الباحثين"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00940.png,"كلمة ""تازي"" إلى هذا المعنى، فقالوا إنها أطلقت على العرب لما اشتهر عنهم أنهم صحراويون"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00941.png,"وبعض هذه التسميات المذكورة، لا يزال حياً مستعملا""، ولكنه لم يبلغ"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00942.png,"لفظة ""عرب"" في الشهرة و الانتشار  فقد صارت لفظة ""عرب""، علماً"
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00943.png,على قومية وجنس معلوم، له موطن معلوم،له موطن معلوم، وله لسان
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00944.png,خاص به يميزه عن سائر الألسنة ، من بعد الميلاد حتى اليوم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00945.png,وقد وسع الإسلام رقعة بلاد العرب، كما وسع مجال اللغة العربية،
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00946.png,وربّ سائل يقول:لقد كان للعرب قبل الإسلام لغات، مثل المعينية
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00947.png,والسبئية و الحمرية والصفوية والثمودية واللحيانية وأمثالها، اختلفت
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00948.png,فإذا سيكون موقفنا من أصحاب هذه اللغات، أنعدهم عرباً? والجواب إن
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00949.png,هؤلاء، وإن اختلفت لغتهم عن لغتنا وباينت ألسنتهم ألست فإنهم
khatt,c:\Users\riadh\Desktop\ocr\project\data\khatt\images\train_00950.png,عرب لحماً ودماً، ولدوا ونشأوا في بلاد العرب، لم يرسوا إليها
